Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
1,19,0,0,4,296.916667,0.04,0.04,0,0,Dec,3,2,1,6,Returning_Visitor,FALSE,FALSE
3,49.5,0,0,68,2853.020833,0.008824,0.012827,0,0,Nov,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,277.166667,0.028571,0.05,0,0,Nov,3,2,4,13,Returning_Visitor,FALSE,FALSE
7,188.166667,0,0,52,1089.642857,0.003509,0.010234,20.11793,0,May,2,5,6,5,Returning_Visitor,TRUE,TRUE
0,0,0,0,37,2152.588889,0.001081,0.017748,0,0,Dec,3,3,3,3,Returning_Visitor,FALSE,FALSE
6,192.5,0,0,113,3000.666667,0.003478,0.005217,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE
4,26.75,1,0,20,1029.25,0.021154,0.039744,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE,FALSE
0,0,2,56,9,379,0,0.03,0,0,May,2,2,2,4,New_Visitor,FALSE,FALSE
2,2,3,261,10,281,0,0.042857,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
1,40.5,0,0,49,1587.25,0,0.011538,35.799695,0,Nov,2,2,3,13,Returning_Visitor,FALSE,TRUE
5,243,0,0,19,500.788095,0,0.017105,0,0,May,1,1,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,150,0.057143,0.085714,0,0,Feb,2,2,2,1,Returning_Visitor,FALSE,FALSE
3,97.75,1,46.5,12,257.416667,0.006667,0.027111,0,0,Nov,3,2,6,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,640.666667,0,0.011111,0,0,Mar,3,2,7,1,Returning_Visitor,TRUE,FALSE
1,24,0,0,54,801.509524,0.007547,0.013275,0,0.2,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
2,45.444444,1,40.666667,57,851.642653,0,0.007923,3.077836,0,Mar,2,4,3,1,Returning_Visitor,TRUE,TRUE
0,0,0,0,10,447.133333,0,0.018182,17.296764,0,Oct,2,2,5,2,New_Visitor,TRUE,TRUE
6,1672.033333,0,0,28,518.396667,0.006061,0.013333,0,0,Oct,2,2,3,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,34,1491.775,0.00202,0.024793,0,0,Nov,2,2,6,11,Returning_Visitor,TRUE,TRUE
0,0,0,0,25,445.583333,0.004,0.024,0,0,Dec,2,10,1,1,Returning_Visitor,FALSE,FALSE
6,55,1,7,132,4056.175369,0.005882,0.019283,0,0,Mar,2,2,8,2,Returning_Visitor,FALSE,FALSE
3,81.333333,1,32.5,17,733.5,0,0.002632,0,0,Dec,2,7,9,10,Returning_Visitor,TRUE,FALSE
0,0,0,0,18,353.083333,0.022222,0.05,0,0,Nov,1,1,1,2,Returning_Visitor,TRUE,TRUE
0,0,3,34.3,137,4045.726634,0.009993,0.021711,0,0,Nov,1,2,1,2,Returning_Visitor,FALSE,FALSE
2,56.2,0,0,102,5978.180357,0.004692,0.020329,15.250338,0.6,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,402.958333,0.02,0.036667,0,0,Dec,3,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,0,0.2,0.2,0,0,Nov,1,1,1,3,Returning_Visitor,FALSE,FALSE
1,58,0,0,33,647.625,0,0.00625,0,0,Dec,3,2,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,4,135.5,0,0.05,0,0.6,Feb,2,2,1,2,Returning_Visitor,FALSE,FALSE
6,1013.886667,1,378.8,8,230.28,0,0.022549,13.864512,0,Sep,2,2,3,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,7,63,0.028571,0.057143,0,0.6,May,2,2,4,13,New_Visitor,FALSE,FALSE
2,77.5,0,0,19,598.783333,0,0.002632,0,0,Mar,3,2,2,9,New_Visitor,TRUE,FALSE
3,40.25,3,9,26,683.029221,0.006452,0.03232,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,14,1037.5,0.014286,0.047619,0,0,Mar,2,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,11,0.05,0.15,0,0,Mar,3,3,1,1,Returning_Visitor,FALSE,FALSE
10,225.45,0,0,60,1449.608333,0.004545,0.01132,0,0,Dec,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,120,0,0.044444,0,0.8,May,2,4,9,2,Returning_Visitor,FALSE,FALSE
2,32,0,0,16,230.1,0,0.0125,0,0,May,2,2,2,1,Returning_Visitor,TRUE,FALSE
1,175.48,0,0,98,12449.9,0.002292,0.031103,0,0,June,2,2,1,5,Returning_Visitor,FALSE,FALSE
1,4.5,3,61,145,5577.826456,0.002689,0.011871,2.353445,1,May,3,2,3,11,Returning_Visitor,TRUE,FALSE
1,98.5,0,0,5,436.5,0,0.016667,0,0,Mar,7,1,1,2,New_Visitor,TRUE,FALSE
0,0,0,0,7,376.7,0,0,53.685397,0,Aug,2,2,1,2,New_Visitor,FALSE,TRUE
0,0,0,0,13,748.233333,0,0,0,0,Oct,1,1,1,2,Returning_Visitor,FALSE,FALSE
5,68,2,9,32,1195.583333,0.01982,0.036486,32.02019,0,Nov,2,5,3,2,Returning_Visitor,FALSE,TRUE
2,41.5,0,0,43,4215.961111,0.009302,0.022171,0,0,Dec,2,10,2,1,Returning_Visitor,FALSE,FALSE
3,232.9,7,646,83,5448.994444,0.008889,0.023535,0,0,May,2,2,2,13,Returning_Visitor,FALSE,FALSE
2,15,0,0,33,2081.5,0,0.017143,0,0.6,May,2,10,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,169.375,0,0.018182,0,0,Dec,3,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,273.75,0.02,0.053333,0,0,Nov,1,1,2,8,Returning_Visitor,FALSE,TRUE
0,0,0,0,3,28,0,0.066667,0,0,May,4,1,1,3,Returning_Visitor,FALSE,FALSE
7,81.25,0,0,37,1500.422543,0.014634,0.015339,39.035804,0,Mar,2,4,1,2,Returning_Visitor,FALSE,FALSE
3,13.733333,1,2,27,407.683333,0.006667,0.011556,0,0,Jul,2,2,1,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,3,76.5,0.04,0.047619,0,0,May,1,1,4,5,Returning_Visitor,FALSE,FALSE
6,407.25,4,67.5,14,195.416667,0,0.030435,0,0,Dec,3,2,8,1,Returning_Visitor,FALSE,FALSE
10,175.333333,0,0,88,2638.244429,0.004396,0.022465,8.275834,0,Nov,1,1,8,10,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,35.25,0,0.066667,0,0,Nov,1,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,43.4,0.066667,0.066667,0,0,Sep,1,1,3,4,Returning_Visitor,FALSE,FALSE
2,36,0,0,13,142,0,0.013333,0,0,Mar,4,2,4,8,Returning_Visitor,FALSE,FALSE
12,356.125,0,0,44,2187.338725,0.005102,0.029042,0,0,Dec,1,1,8,1,Returning_Visitor,FALSE,FALSE
4,62.5,0,0,53,1840.369156,0.007407,0.023148,46.778318,0,Dec,1,1,2,2,Returning_Visitor,FALSE,TRUE
4,40.2,1,16.133333,9,229.883333,0,0.014286,0,0,Oct,2,2,6,2,New_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,2,1,20,Returning_Visitor,TRUE,FALSE
3,206.666667,0,0,15,936.166667,0.01875,0.09375,0,0,Mar,2,4,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,614.75,0,0.073333,0,0,Dec,2,10,2,2,Returning_Visitor,FALSE,FALSE
1,25.5,0,0,49,860.208333,0.004082,0.012381,0,0,Dec,2,2,2,10,Returning_Visitor,TRUE,FALSE
0,0,0,0,24,386.75,0.016667,0.051389,0,0,Nov,2,4,1,3,Returning_Visitor,FALSE,FALSE
2,112.8,0,0,27,1555.967143,0,0.001724,44.856387,0,Nov,1,1,4,2,New_Visitor,FALSE,TRUE
0,0,0,0,7,155,0.066667,0.1,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,67,4290.833333,0,0.018408,0,0.8,May,2,2,6,4,Returning_Visitor,FALSE,FALSE
2,353,0,0,24,2874.083333,0.025,0.025357,0,0,May,2,2,3,6,Returning_Visitor,FALSE,FALSE
4,237.833333,0,0,66,3268.075758,0.005882,0.029549,0,1,May,2,2,7,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,18,476.177778,0.05,0.066667,1.718219,0,Aug,3,2,5,13,Returning_Visitor,FALSE,FALSE
2,55.4,0,0,25,402.75,0.015385,0.034066,0,0,Jul,3,2,5,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,4,1,6,Returning_Visitor,FALSE,FALSE
2,27.583333,0,0,22,420.2,0.008696,0.015162,0,0,May,3,2,1,4,Returning_Visitor,FALSE,FALSE
5,52,0,0,21,743.916667,0.004,0.016,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
6,259.183333,0,0,54,784.734286,0.004511,0.018114,0,0,Oct,3,2,3,2,Returning_Visitor,FALSE,FALSE
2,36.5,0,0,32,770.375,0,0.013725,0,0,Dec,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,27,1165.95,0.025926,0.044444,0,0,Dec,2,5,3,1,Returning_Visitor,TRUE,FALSE
6,81.833333,0,0,7,166.5,0,0.015385,0,0,Nov,2,2,3,3,New_Visitor,FALSE,FALSE
0,0,0,0,7,162.25,0.071429,0.090476,0,0,Dec,2,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,1,13,27,1620.024762,0.05,0.085714,0,0,Sep,5,11,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,309.366667,0.014286,0.019048,14.377858,0,Sep,3,2,1,6,New_Visitor,FALSE,TRUE
9,216.75,0,0,44,1527.166667,0.012766,0.032766,0,0,May,2,2,8,6,Returning_Visitor,TRUE,FALSE
4,94.233333,2,72,145,2935.255477,0.001361,0.005708,0.268093,0,Aug,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,2,407.5,14,1043.15,0.05,0.08125,0,0,Nov,1,1,1,2,Returning_Visitor,TRUE,FALSE
3,25,0,0,1,8,0,0.033333,0,0,Oct,2,5,1,5,New_Visitor,TRUE,FALSE
3,89,0,0,26,655.535714,0,0.0375,0,0,Nov,2,2,4,1,Returning_Visitor,FALSE,FALSE
1,10,0,0,16,120,0.053333,0.08,0,0,May,2,2,6,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,251,0.05,0.1,0,0,Nov,2,2,4,3,Returning_Visitor,FALSE,FALSE
6,99.333333,1,28.5,5,345.5,0,0.011111,0,0,Mar,2,2,3,8,New_Visitor,FALSE,FALSE
4,207.5,0,0,2,56.5,0,0.02,0,0,Dec,3,2,2,2,New_Visitor,TRUE,FALSE
10,78.9,0,0,15,718.8,0,0.015789,0,0,Nov,2,2,4,2,New_Visitor,FALSE,FALSE
0,0,0,0,8,209.5,0,0.025,0,0,Feb,2,2,1,1,Returning_Visitor,FALSE,FALSE
5,72.5,0,0,16,1154.766667,0.005263,0.026316,0,0,May,2,4,1,2,Returning_Visitor,TRUE,FALSE
3,289,0,0,5,708.25,0,0.025,0,0,Nov,3,3,1,10,Returning_Visitor,FALSE,FALSE
3,231,0,0,16,386.444444,0,0.027451,0,0.2,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
4,49.3,0,0,9,283.7,0.018182,0.036364,0,0,June,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,2,2,3,1,Other,TRUE,FALSE
4,75,0,0,16,252,0,0.004444,0,0,May,2,2,4,4,New_Visitor,TRUE,FALSE
4,115.7,0,0,16,655.383333,0,0.012037,0,0,Nov,1,1,2,3,Returning_Visitor,FALSE,FALSE
0,0,2,207.25,114,3788.8,0.003478,0.010435,1.795451,0,Dec,2,2,3,2,Returning_Visitor,TRUE,FALSE
1,255,0,0,35,1178,0.035294,0.064706,0,1,May,3,2,3,4,Returning_Visitor,TRUE,FALSE
1,114,1,173,36,2542.333333,0.042593,0.059815,33.440556,0,May,2,2,7,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,7,63,0.028571,0.057143,0,0.6,May,2,2,4,13,New_Visitor,FALSE,FALSE
2,2,3,261,10,281,0,0.042857,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
4,15,1,17,17,490,0,0.027273,15.664452,0,Mar,2,2,4,10,Returning_Visitor,FALSE,TRUE
0,0,0,0,6,255,0,0.008333,0,0,Mar,1,2,8,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,17,649.02,0,0.017647,0,0,June,2,4,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,447.133333,0,0.018182,17.296764,0,Oct,2,2,5,2,New_Visitor,TRUE,TRUE
11,1305.114737,4,629.514286,27,1161.479023,0.009804,0.022538,12.764902,0,Oct,1,2,3,20,Returning_Visitor,FALSE,TRUE
2,112.8,0,0,27,1555.967143,0,0.001724,44.856387,0,Nov,1,1,4,2,New_Visitor,FALSE,TRUE
0,0,2,21,17,190.708333,0.022222,0.039259,0,0,Nov,3,2,1,13,Returning_Visitor,TRUE,FALSE
9,509.833333,2,23,27,1438.854167,0.020952,0.043333,0,0,Dec,1,1,3,2,Returning_Visitor,FALSE,FALSE
1,33.5,0,0,15,710.25,0,0.011111,0,0,Dec,2,10,1,8,New_Visitor,FALSE,FALSE
6,104.113636,3,95,95,2411.789279,0,0.010683,16.784202,0,May,3,2,5,6,Returning_Visitor,FALSE,FALSE
10,392,2,193.166667,106,3711.605357,0.001754,0.012573,0.85051,0,Nov,2,2,1,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,2,2,3,Returning_Visitor,FALSE,FALSE
1,9.5,0,0,17,314,0,0.024444,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
2,42,0,0,29,218,0,0.003226,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,102,3284.5,0.003922,0.010359,0,0,Dec,2,2,1,3,Returning_Visitor,FALSE,FALSE
6,108,2,43.666667,118,3712.8116,0.003252,0.01031,8.256572,0,May,2,10,3,4,Returning_Visitor,TRUE,FALSE
4,71.3,0,0,66,4415.333333,0.00995,0.024531,0,0.4,May,2,2,6,11,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,275.166667,0,0.021429,0,0,Nov,4,2,6,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,2,2,3,1,Other,TRUE,FALSE
8,206,3,132,39,1750.333333,0,0.008696,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
1,0,0,0,0,0,0.2,0.2,0,0,Nov,1,1,3,8,Returning_Visitor,FALSE,FALSE
3,39,0,0,2,4,0,0.04,0,0,Mar,2,5,1,1,Returning_Visitor,FALSE,FALSE
4,41.2,1,0,15,142.4,0.022222,0.077778,0,0,Jul,1,1,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,22,903.430556,0.009524,0.021429,0,0,Nov,2,2,7,8,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,111.25,0,0.033333,0,0,Nov,2,2,1,20,Returning_Visitor,FALSE,FALSE
6,88.75,0,0,22,757.375,0.001481,0.042222,27.976329,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
4,87.25,0,0,37,1336.208333,0.009756,0.039024,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE,FALSE
5,96.75,0,0,113,2151.097436,0,0.005172,0,0,Nov,2,2,2,11,New_Visitor,FALSE,FALSE
8,117.5,0,0,8,104.5,0,0.016667,0,0,Nov,1,1,2,2,Returning_Visitor,TRUE,TRUE
21,157.888333,3,84.8,170,3888.278636,0,0.004515,0,0,Nov,2,2,7,2,Returning_Visitor,FALSE,FALSE
5,106,0,0,44,646.825,0.007407,0.028852,0,0,Dec,3,2,9,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,82.5,0,0.033333,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE,FALSE
15,572.583333,2,37.5,318,13717.40205,0.004177,0.015643,45.155135,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
2,14,0,0,49,789.958333,0.004167,0.015097,0,0,Mar,3,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,190.25,0.030769,0.049231,0,0,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,115.666667,0.057143,0.07619,0,0,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
2,78,0,0,22,325,0,0.007246,19.103496,0,Dec,4,1,3,1,Returning_Visitor,TRUE,TRUE
0,0,0,0,39,2827.428571,0,0.015789,11.334632,0,May,2,2,2,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,450,0,0.025,0,0,Mar,4,1,9,3,Returning_Visitor,TRUE,FALSE
4,71.333333,0,0,21,295.333333,0.016667,0.058333,0,0,Jul,2,10,3,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,22,502,0,0.016667,0,0.4,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,115,0,0.066667,0,0,May,2,2,6,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,50,0,0.075,0,0,May,2,2,8,4,Returning_Visitor,FALSE,FALSE
5,262.5,0,0,45,1456.27381,0,0.018707,13.530684,0,May,2,2,7,4,Returning_Visitor,FALSE,TRUE
3,13,0,0,28,324.769231,0,0.001724,0,0,Mar,2,2,1,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,24,1163.266667,0.061111,0.083333,27.287869,0,Oct,1,1,4,1,Returning_Visitor,TRUE,TRUE
0,0,2,52,12,699.25,0.02381,0.028571,0,0,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,1,14,119,2763.011332,0.005367,0.007567,0,0,Nov,3,2,3,13,Returning_Visitor,TRUE,FALSE
0,0,0,0,41,419,0.013008,0.034959,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
1,70,0,0,24,496.666667,0,0.002174,0,0,May,1,1,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,29,1211.166667,0,0.006897,0,0,Nov,2,2,4,2,New_Visitor,FALSE,TRUE
7,105.75,0,0,124,3394.130159,0.001587,0.012919,5.921482,0,May,2,2,3,11,Returning_Visitor,TRUE,FALSE
6,108,2,43.666667,118,3712.8116,0.003252,0.01031,8.256572,0,May,2,10,3,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,10,273.75,0.02,0.053333,0,0,Nov,1,1,2,8,Returning_Visitor,FALSE,TRUE
2,123.75,0,0,21,938.333333,0.01,0.016667,218.395192,0,Dec,1,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,37,2152.588889,0.001081,0.017748,0,0,Dec,3,3,3,3,Returning_Visitor,FALSE,FALSE
8,131,0,0,32,5330.633333,0.008108,0.051351,0,0,Aug,2,2,2,1,Returning_Visitor,TRUE,FALSE
12,521.075,0,0,83,5124.691667,0,0.011197,35.254201,0,Dec,2,2,7,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,28,623.966667,0.023214,0.03631,0,0.6,May,3,2,1,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,27,630.75,0.016,0.02,0,0,Nov,2,2,3,1,Returning_Visitor,TRUE,FALSE
1,23,2,272.5,30,974.269841,0.006452,0.007885,11.478129,0,May,2,2,4,1,Returning_Visitor,TRUE,TRUE
6,1672.033333,0,0,28,518.396667,0.006061,0.013333,0,0,Oct,2,2,3,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,55,0.066667,0.1,0,0,Mar,3,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,267.566667,0,0.009091,7.687451,0,Oct,2,2,1,3,New_Visitor,FALSE,TRUE
5,274.333333,0,0,13,717.6,0,0.001961,0,0,Mar,1,1,3,10,New_Visitor,FALSE,FALSE
3,118.666667,0,0,17,694,0.003704,0.008333,27.451382,0,Mar,3,2,1,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,15,147.583333,0.014286,0.028571,0,0,Nov,3,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,328.5,0,0.041667,0,0,Nov,2,2,7,6,Returning_Visitor,FALSE,FALSE
4,115.7,0,0,16,655.383333,0,0.012037,0,0,Nov,1,1,2,3,Returning_Visitor,FALSE,FALSE
3,604.5,6,75.666667,50,2387.435714,0.019394,0.037838,0,1,May,1,1,3,15,Returning_Visitor,TRUE,FALSE
17,856.833333,0,0,78,4716.572619,0.011494,0.026156,0,0,Dec,3,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,1,322.4,27,1747.7,0.007692,0.025641,0,0,Oct,2,4,5,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,349.375,0.0125,0.01875,0,0,Nov,3,2,9,20,Returning_Visitor,FALSE,FALSE
3,149,0,0,25,1294.183333,0.014815,0.02963,0,0,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,7,3,1,Returning_Visitor,FALSE,FALSE
3,40,0,0,9,1362,0,0.008333,0,0,Mar,2,2,7,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,981,0.024,0.048,15.3956,0,May,2,4,3,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,34,1491.775,0.00202,0.024793,0,0,Nov,2,2,6,11,Returning_Visitor,TRUE,TRUE
0,0,0,0,5,62.75,0,0.04,0,0,Dec,2,2,6,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,17,559.75,0.011765,0.019608,0,0,Nov,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,63,2593.808333,0.036508,0.066667,0,0,Jul,3,2,8,20,Returning_Visitor,FALSE,FALSE
1,30.5,0,0,16,374.5,0.029412,0.036275,0,0,Nov,3,2,3,1,Returning_Visitor,TRUE,FALSE
1,40.25,0,0,19,501.766667,0,0.010526,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,981,0.024,0.048,15.3956,0,May,2,4,3,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,7,723,0,0.028571,32.906118,0,Dec,2,2,4,1,Returning_Visitor,TRUE,TRUE
9,73.25,0,0,26,2923.25,0.02069,0.037931,0,0,Dec,1,1,3,1,Returning_Visitor,FALSE,FALSE
1,9.5,0,0,17,314,0,0.024444,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
6,175.1,0,0,3,27.6,0,0.011111,0,0,Jul,2,10,3,5,New_Visitor,FALSE,FALSE
4,41,0,0,50,2428.35,0.020513,0.041868,9.442927,0,Nov,2,5,3,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,37,2152.588889,0.001081,0.017748,0,0,Dec,3,3,3,3,Returning_Visitor,FALSE,FALSE
5,153.566667,0,0,16,742.209524,0,0.015789,22.899722,0,Nov,1,1,3,5,New_Visitor,FALSE,TRUE
13,83.995238,2,99.8,24,364.961905,0,0.018182,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,150.8,0,0.02,0,0,Aug,1,1,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,402.958333,0.02,0.036667,0,0,Dec,3,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,194,0,0.018182,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
8,102,0,0,9,374,0.015385,0.035897,0,0,Dec,3,2,3,2,Returning_Visitor,TRUE,FALSE
2,58,2,22,31,829.166667,0.030303,0.040606,0,0,Feb,1,1,1,1,Returning_Visitor,TRUE,FALSE
4,38,0,0,6,107,0.006061,0.042424,0,1,May,2,6,2,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,9,71.75,0,0.055556,0,1,May,2,4,2,3,Returning_Visitor,TRUE,FALSE
3,34.5,0,0,17,298.875,0,0.014035,0,0,Dec,1,5,1,2,New_Visitor,FALSE,FALSE
4,72.5,0,0,28,1248.058333,0.014063,0.024479,0,0,Nov,2,6,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,247,0,0.1,0,0,May,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,181,0.025,0.070833,0,0,Nov,2,2,4,13,Returning_Visitor,FALSE,FALSE
1,23.2,0,0,0,0,0,0.033333,0,0,Oct,2,2,6,3,Returning_Visitor,FALSE,TRUE
6,105.633333,2,105.95,8,246.386508,0,0.008929,0,0,Nov,3,2,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,111,3971.515278,0.009009,0.024726,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
4,26,0,0,235,10046.80771,0.007671,0.022528,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
1,26,1,0,55,872.4,0.003509,0.017544,0,0,Mar,2,5,1,1,Returning_Visitor,TRUE,FALSE
1,18,1,6,122,7141.214642,0.012927,0.019625,0,0,Nov,3,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,7,232.666667,0,0.014286,0,0,Mar,2,2,6,2,Returning_Visitor,FALSE,FALSE
1,33,0,0,57,2816.55307,0,0.005859,0,0,May,2,2,2,1,Returning_Visitor,FALSE,FALSE
7,156.5,1,122,26,694.712121,0,0.002976,0,0,Mar,2,4,1,2,Returning_Visitor,FALSE,FALSE
5,209.625,2,118.75,21,398,0.006897,0.021839,0,0,Dec,2,2,4,2,New_Visitor,FALSE,FALSE
0,0,0,0,68,1806.166667,0.004412,0.027941,0,0,Nov,2,2,2,13,Returning_Visitor,TRUE,FALSE
8,466.616667,5,81.4,25,1220.175,0.02,0.040444,0,0,Aug,3,2,3,2,Returning_Visitor,TRUE,FALSE
4,117.8,0,0,12,267.8,0.025,0.04375,0,0,Sep,3,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,52,0,0.1,0,0,Feb,1,1,1,3,Returning_Visitor,FALSE,FALSE
1,47,0,0,11,197.5,0,0.025,0,0,May,3,2,1,3,New_Visitor,FALSE,FALSE
4,207.5,0,0,2,56.5,0,0.02,0,0,Dec,3,2,2,2,New_Visitor,TRUE,FALSE
0,0,0,0,4,70.5,0.05,0.1,0,0,Mar,3,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,1606.333333,0.01,0.034762,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
5,190,0,0,12,307.666667,0,0.013333,0,0,Nov,2,2,9,8,New_Visitor,FALSE,FALSE
2,112.8,0,0,27,1555.967143,0,0.001724,44.856387,0,Nov,1,1,4,2,New_Visitor,FALSE,TRUE
3,72.5,2,523.75,8,178.75,0.023077,0.069231,0,0,Nov,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,37,2152.588889,0.001081,0.017748,0,0,Dec,3,3,3,3,Returning_Visitor,FALSE,FALSE
3,62.5,0,0,46,1048.107143,0.004,0.013,20.884143,0,Dec,2,2,3,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,24,386.75,0.016667,0.051389,0,0,Nov,2,4,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,71.75,0,0.055556,0,1,May,2,4,2,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,7,0,0.2,0.2,0,0,June,2,2,6,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,1435,0.054545,0.109091,0,0,May,2,2,1,1,Returning_Visitor,TRUE,FALSE
