longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-117.09,32.7,15,869,217,887,216,1.4583,84200,'NEAR OCEAN'
-118.28,33.96,23,1983,611,2048,600,1.5313,91400,'<1H OCEAN'
-118.19,34.07,42,1555,337,1152,348,3.375,169600,'<1H OCEAN'
-117.79,34.02,5,18690,2862,9427,2777,6.4266,315600,'<1H OCEAN'
-122.4,40.57,23,1321,259,749,222,1.655,90100,INLAND
-122.22,37.8,52,2721,541,1185,515,4.5428,239800,'NEAR BAY'
-118.12,34.17,52,2948,542,1363,495,4.7098,287900,INLAND
-121.9,37.3,39,3627,666,1531,635,4.537,345900,'<1H OCEAN'
-121.92,37.45,10,3937,1054,2032,1002,3.2617,252200,'<1H OCEAN'
-119.79,34.45,24,2746,433,1076,380,5.8635,348700,'NEAR OCEAN'
-120.85,37.57,27,819,157,451,150,3.4934,193800,INLAND
-119.01,35.36,36,2658,626,1490,529,1.2157,57000,INLAND
-118.58,34.19,27,4286,1071,2863,1033,3.3125,222800,'<1H OCEAN'
-118.3,33.9,29,2617,668,1868,647,3.6,208800,'<1H OCEAN'
-121.77,38.69,47,1697,318,775,276,3.4559,123100,INLAND
-118.4,34.05,43,1028,145,394,149,10.4519,500001,'<1H OCEAN'
-122.6,38.9,23,292,56,92,41,2.9583,91700,INLAND
-119.61,36.59,10,2842,620,1443,576,2.2727,92700,INLAND
-117.68,34.08,28,2459,492,1230,498,3.0978,137200,INLAND
-117.87,33.62,15,2209,275,735,274,15.0001,500001,'<1H OCEAN'
-121.64,39.22,37,1189,248,627,219,3.8611,100000,INLAND
-120.57,35.12,39,1656,333,866,317,2.8824,195200,'<1H OCEAN'
-118.14,33.91,32,1981,472,1371,431,3.1204,204200,'<1H OCEAN'
-121.09,37.33,40,524,112,329,96,1.7188,112500,INLAND
-118.51,34.3,24,6145,868,2710,875,7.5078,344000,'<1H OCEAN'
-122.45,37.79,52,1734,482,731,429,1.4804,425000,'NEAR BAY'
-121.32,38.66,21,1276,208,501,205,3.95,143600,INLAND
-118.41,33.92,22,2340,584,1141,554,4.5729,337500,'<1H OCEAN'
-120.62,35.11,18,2241,544,1521,509,2.0292,155800,'<1H OCEAN'
-117.77,34.12,15,4260,770,2007,695,4.4609,230000,INLAND
-118.32,33.75,33,2996,398,1048,387,9.267,500001,'NEAR OCEAN'
-118.26,34.07,40,680,273,995,249,2.2607,165600,'<1H OCEAN'
-117.24,32.98,4,6423,1042,2607,983,7.6348,337000,'NEAR OCEAN'
-122.06,37.85,17,7475,1556,2092,1449,3.6437,186500,'NEAR BAY'
-120.98,38.34,27,3471,653,1793,600,3.5508,99100,INLAND
-123.36,39.01,35,1551,321,857,288,2.7232,115400,'<1H OCEAN'
-117.96,33.78,35,1330,201,658,217,6.37,229200,'<1H OCEAN'
-121.54,38.59,29,2242,493,1481,478,2.0781,74800,INLAND
-120.66,35.27,33,1664,455,1077,461,1.6875,174200,'NEAR OCEAN'
-122.02,37.59,18,1165,333,855,319,3.6923,213200,'NEAR BAY'
-121.96,37.81,12,6488,778,2404,765,8.3188,403400,'<1H OCEAN'
-118.34,33.93,33,4294,1224,4512,1189,2.8304,143700,'<1H OCEAN'
-117.27,34.24,34,3687,756,941,367,2.875,117600,INLAND
-117.24,33.37,14,4687,793,2436,779,4.5391,180900,'<1H OCEAN'
-120.05,36.96,37,1000,261,1092,233,1.4267,52300,INLAND
-118.26,33.99,36,2016,505,1807,464,1.6901,103500,'<1H OCEAN'
-118.35,34.02,34,3978,1073,2725,1035,1.7622,167900,'<1H OCEAN'
-118.36,33.9,41,1355,349,655,329,2.9551,205000,'<1H OCEAN'
-121.99,38.34,13,3252,610,1915,631,4.2137,151700,INLAND
-122.07,37.72,26,3204,477,1411,484,5.4834,295200,'NEAR BAY'
-118.58,34.15,21,3856,547,1422,535,8.4196,450700,'<1H OCEAN'
-122.82,38.4,40,2406,423,1054,426,3.8846,215900,'<1H OCEAN'
-122.41,37.76,52,2064,496,1726,466,3.4028,233300,'NEAR BAY'
-121.84,37.32,16,1866,364,1835,412,5.3363,212800,'<1H OCEAN'
-121.66,36.67,40,2878,592,1444,564,3.1439,192300,'<1H OCEAN'
-118.08,33.86,26,778,173,539,186,3.2679,236500,'<1H OCEAN'
-117.26,32.97,25,2582,495,1088,471,6.4651,500001,'NEAR OCEAN'
-122.41,37.66,37,694,188,658,225,4.6103,237500,'NEAR OCEAN'
-117.08,32.64,43,1005,230,548,252,1.8672,145800,'NEAR OCEAN'
-122.43,37.77,52,3563,832,1712,787,3.3702,335700,'NEAR BAY'
-117.06,34.03,27,1945,446,859,418,1.5203,126200,INLAND
-117.24,32.75,36,1856,475,822,416,2.3042,220600,'NEAR OCEAN'
-117.26,33.06,11,2660,352,1226,366,7.6832,319800,'NEAR OCEAN'
-117.9,33.61,19,2897,413,860,367,13.1738,500001,'<1H OCEAN'
-117.1,32.75,17,871,379,955,351,1.4375,96400,'NEAR OCEAN'
-118.21,33.9,43,1810,357,1335,358,3.1189,118800,'<1H OCEAN'
-117.72,33.43,5,1889,359,616,246,3.8992,500001,'<1H OCEAN'
-118.15,34.04,33,818,195,664,198,2.1944,203300,'<1H OCEAN'
-122.23,37.8,52,1192,289,772,257,2.3833,146900,'NEAR BAY'
-122.09,37.09,46,695,136,408,148,3.9408,222600,'NEAR OCEAN'
-119.8,36.76,52,2224,418,832,406,2.3952,78400,INLAND
-122.29,40.44,30,1270,365,840,324,1.3904,48100,INLAND
-118.31,34.19,13,3801,1116,1986,1078,2.0875,222700,'<1H OCEAN'
-117.2,32.79,16,2079,394,746,383,5.0958,300000,'NEAR OCEAN'
-121.82,37.36,34,1834,377,1450,347,3.7188,161500,'<1H OCEAN'
-121.25,38.7,16,3262,533,1794,543,4.2464,144400,INLAND
-118.13,33.95,24,6662,1852,3792,1735,3.1104,230000,'<1H OCEAN'
-118.25,33.78,32,296,139,511,133,1.4444,182100,'NEAR OCEAN'
-116.91,32.85,21,4152,703,2255,697,4.5096,159500,'<1H OCEAN'
-117.05,33.01,19,3558,588,1439,578,4.625,211100,'<1H OCEAN'
-117.06,32.75,34,2516,611,1317,594,2.2308,125900,'NEAR OCEAN'
-118.39,33.96,45,1436,374,662,292,3.625,329400,'<1H OCEAN'
-121.62,39.12,26,1405,204,627,215,4.2188,94200,INLAND
-123.15,39.74,23,608,143,281,108,2.9306,70000,INLAND
-117.83,33.77,22,2956,642,1342,558,4.1151,203200,'<1H OCEAN'
-121.8,39.75,28,2551,378,1011,374,4.3309,125200,INLAND
-121.38,38.47,4,14418,2282,6578,2140,4.5604,145900,INLAND
-121.73,38.13,40,1266,257,547,247,3.0288,164400,INLAND
-117.79,34.1,26,1664,344,1024,339,3.5192,190500,INLAND
-122.27,37.82,43,1007,312,558,253,1.7348,137500,'NEAR BAY'
-121.06,38.91,18,6501,1416,2954,1373,2.5373,143000,INLAND
-118.52,34.2,37,1795,346,1082,354,4.9102,207200,'<1H OCEAN'
-118.44,33.95,37,2076,332,771,327,6.2551,500001,'<1H OCEAN'
-118.14,33.76,44,1633,536,741,513,3.385,408300,'NEAR OCEAN'
-121.22,37.8,37,1038,222,521,211,2.125,91900,INLAND
-121.3,38.04,8,2668,447,1713,444,4.0156,117600,INLAND
-121.32,38.54,13,4715,1090,2420,1059,2.9693,104400,INLAND
-120.65,37.09,22,886,173,595,161,2.4398,150000,INLAND
-117.5,34.04,4,3428,649,2158,632,5.0175,143400,INLAND
-118.92,35.37,17,3589,701,1746,640,2.4919,75700,INLAND
-120.66,39.72,15,3763,784,717,348,2.2019,130500,INLAND
-117.5,34.66,20,1319,309,486,196,2.0184,84900,INLAND
-117.28,33.94,10,972,212,773,219,1.3125,135700,INLAND
-117.12,32.76,27,1426,364,792,353,2.0673,118800,'NEAR OCEAN'
-118.25,33.92,44,1137,235,747,225,2,92600,'<1H OCEAN'
-121.32,37.97,46,2270,427,1097,453,3.3235,87800,INLAND
-121.82,37.27,16,2030,321,1343,365,6.3566,279100,'<1H OCEAN'
-118.74,34.26,27,3467,545,1798,493,4.8717,204100,'<1H OCEAN'
-122.01,36.99,41,2548,508,1290,488,3.6902,233000,'NEAR OCEAN'
-122.15,37.47,39,1295,239,566,242,5.6407,326400,'NEAR BAY'
-116.61,33.93,35,321,71,157,61,2.8056,68100,INLAND
-121.61,39.13,21,1432,328,933,336,1.6823,83800,INLAND
-117.25,33.93,8,10110,1761,5804,1703,4.2654,137600,INLAND
-116.9,32.79,21,3770,491,1410,446,6.7685,294700,'<1H OCEAN'
-122.03,36.96,18,2677,785,1391,656,2.5067,232600,'NEAR OCEAN'
-119.84,36.8,19,3244,776,1463,710,2.0469,66900,INLAND
-117.01,32.81,21,4203,618,1620,600,5.3441,193500,'<1H OCEAN'
-120.89,35.37,29,2046,588,846,410,1.65,227300,'NEAR OCEAN'
-116.57,35.43,8,9975,1743,6835,1439,2.7138,22500,INLAND
-117.96,33.86,32,2366,505,1283,477,3.3516,190000,'<1H OCEAN'
-118.17,33.92,36,2447,503,1532,498,4.3667,171800,'<1H OCEAN'
-118.01,33.93,31,3395,742,1886,737,4.4118,174400,'<1H OCEAN'
-118.16,33.93,35,757,151,474,132,3.7361,179800,'<1H OCEAN'
-122.59,38.56,43,2088,379,721,293,4.65,245000,'<1H OCEAN'
-118.19,34.22,32,10626,1504,4353,1482,9.8413,500001,'<1H OCEAN'
-118.17,34.12,30,3376,720,1990,725,3.7813,232000,'<1H OCEAN'
-117.96,34.1,35,4036,904,3878,846,3.2957,141600,INLAND
-118.17,33.98,27,1871,556,2542,581,2.8427,164400,'<1H OCEAN'
-120.6,35.6,13,4461,764,1795,640,4.475,206900,'<1H OCEAN'
-121.18,38.8,18,2541,414,1276,405,5.1857,220100,INLAND
-121.99,37.26,29,2718,365,982,339,7.9234,500001,'<1H OCEAN'
-122.18,37.75,43,1036,233,652,213,2.069,84600,'NEAR BAY'
-118.18,34.05,38,3272,731,3299,726,2.8295,126500,'<1H OCEAN'
-122.11,37.41,35,2712,428,1084,425,7.1382,443800,'NEAR BAY'
-122.12,38,20,6992,1404,3221,1334,4.2042,166400,'NEAR BAY'
-119.42,35.19,26,890,172,483,170,4.15,68200,INLAND
-117.23,33.01,18,3961,511,1541,470,11.1118,500001,'NEAR OCEAN'
-121.94,37.28,27,2859,464,1144,430,5.0822,327500,'<1H OCEAN'
-118.32,34.17,47,2589,465,1284,485,5.1008,247100,'<1H OCEAN'
-121.87,37.38,16,1050,245,722,228,4.5187,163500,'<1H OCEAN'
-117.7,34.04,13,5301,1025,2870,984,3.5954,163000,INLAND
-118.46,34.07,49,2418,301,850,318,14.2867,500001,'<1H OCEAN'
-119.35,36.52,39,3027,608,2199,592,2.6445,62000,INLAND
-121.74,39.15,20,2302,412,1205,399,2.8,71200,INLAND
-123.22,39.16,32,1149,187,499,208,3.6587,154600,'<1H OCEAN'
-121.22,37.96,31,1484,314,1163,336,2.625,72100,INLAND
-121.68,36.72,12,19234,4492,12153,4372,3.2652,152800,'<1H OCEAN'
-118.49,34.31,25,1024,145,357,147,7.0598,356300,'<1H OCEAN'
-121.32,38.67,10,3908,890,1898,798,2.8426,130600,INLAND
-121.9,37.3,39,3627,666,1531,635,4.537,345900,'<1H OCEAN'
-118.14,33.84,45,1908,361,890,342,4.575,336000,'<1H OCEAN'
-118.5,34.52,3,6577,1056,3032,1004,5.9263,251800,INLAND
-120.09,37.02,9,1608,297,1057,295,3.7143,81600,INLAND
-118.39,34.01,35,4424,918,2101,888,3.9688,355100,'<1H OCEAN'
-117.23,34.49,9,4055,536,1458,478,5.4201,170600,INLAND
-122.09,37.65,35,1130,192,543,184,4.3897,190600,'NEAR BAY'
-117.86,34.02,19,6300,937,3671,943,5.9716,262100,'<1H OCEAN'
-122.32,37.57,52,499,148,318,145,2.9934,256300,'NEAR OCEAN'
-118.12,33.85,37,2386,409,1101,399,4.6908,218200,'<1H OCEAN'
-117.42,34.13,4,11587,1796,5804,1705,4.8283,141900,INLAND
-122.73,38.43,29,2677,691,1880,664,2.1864,143200,'<1H OCEAN'
-122.04,37.66,23,2419,348,1066,384,6.3501,350000,'NEAR BAY'
-117.13,32.93,16,2918,444,1697,444,5.3062,195500,'<1H OCEAN'
-122.02,37.55,33,1325,274,909,267,4.5687,177200,'NEAR BAY'
-117.96,33.83,18,2067,770,870,541,3.1315,137500,'<1H OCEAN'
-117.96,33.65,24,4462,689,1943,712,5.7395,289800,'<1H OCEAN'
-120.06,36.94,19,901,183,700,190,2.2375,64300,INLAND
-122.48,37.74,52,2166,423,1072,370,4.131,314300,'NEAR OCEAN'
-122.26,37.84,52,696,191,345,174,2.6736,191300,'NEAR BAY'
-118.04,33.81,22,4057,624,2204,643,5.8527,241000,'<1H OCEAN'
-118.1,33.83,36,2000,343,956,352,5.3735,234400,'<1H OCEAN'
-121.2,37.78,4,58,29,79,29,3.375,106300,INLAND
-118.38,33.88,27,3039,606,1421,564,5.5771,345500,'<1H OCEAN'
-122.23,40.4,18,2102,377,1059,384,3.0556,95500,INLAND
-116.92,32.84,16,4675,834,2188,817,4.6674,178000,'<1H OCEAN'
-117.16,33.54,4,4952,1000,2912,943,3.7538,147500,'<1H OCEAN'
-120.58,37.36,33,3564,716,2603,696,2.2179,67500,INLAND
-117.93,33.85,36,2147,416,1011,392,3.2188,196900,'<1H OCEAN'
-117.9,33.67,26,2507,393,1333,392,6.1601,266100,'<1H OCEAN'
-122.16,37.75,44,617,131,378,135,2.5568,111100,'NEAR BAY'
-120.14,36.04,27,2533,518,1371,461,2.9708,60900,INLAND
-121.91,37.46,26,2762,496,1716,459,5.6062,226800,'<1H OCEAN'
-117.19,34.94,31,2034,444,1097,367,2.1522,60800,INLAND
-121.77,36.93,20,2587,547,1534,540,2.4375,190400,'<1H OCEAN'
-121.93,36.63,41,1049,198,428,183,4.3571,287500,'NEAR OCEAN'
-118.31,34.26,37,1444,246,624,239,5.76,239400,'<1H OCEAN'
-118.38,34.2,32,993,285,1044,248,2.4306,187500,'<1H OCEAN'
-122.09,37.67,39,2069,500,1408,478,3.1115,153500,'NEAR BAY'
-121.46,38.57,52,1625,419,614,383,2.0549,156700,INLAND
-120.89,35.37,29,2046,588,846,410,1.65,227300,'NEAR OCEAN'
-117.78,33.68,11,1994,477,849,411,4.0187,235600,'<1H OCEAN'
-119.01,36.05,27,1127,294,839,276,1.3807,53100,INLAND
-118.2,34.14,52,2090,466,1219,390,4.0909,204200,'<1H OCEAN'
-121.27,38.62,13,2321,539,1066,497,2.7652,95600,INLAND
-116.57,34,20,260,67,69,50,3.5208,76600,INLAND
-118.85,34.17,42,564,96,220,81,4.5625,318800,'<1H OCEAN'
-121.14,38.92,16,2069,312,889,299,4.6771,212000,INLAND
-115.59,32.69,30,935,177,649,148,2.5769,94400,INLAND
-121.7,39.07,26,2668,510,1437,505,3.3125,100000,INLAND
-121.98,38.36,33,1083,217,562,203,2.433,101700,INLAND
-121.69,36.81,18,2837,522,1454,458,4.5272,221000,'<1H OCEAN'
-117.71,33.57,6,3673,881,1846,768,4.877,144300,'<1H OCEAN'
-118.96,35.36,35,2285,497,1738,480,2.4848,54000,INLAND
-120.85,37.77,37,1738,403,936,366,2.4717,77100,INLAND
-118.43,33.96,16,14891,3984,6270,3595,5.1064,283200,'<1H OCEAN'
-122.08,37.63,34,1619,293,1148,310,4.0326,164700,'NEAR BAY'
-118.29,33.91,28,1501,446,1028,418,2.3043,177500,'<1H OCEAN'
-117.67,35.64,6,2115,342,927,337,6.1935,115700,INLAND
-120.06,39.01,19,2967,528,112,48,4.0714,437500,INLAND
-119.95,38.94,24,2180,517,755,223,2.5875,173400,INLAND
-117.07,33.04,4,2271,578,926,391,3.6437,210100,'<1H OCEAN'
-117.2,34.24,22,8106,1665,1062,423,3.0434,137200,INLAND
-118.35,34.1,26,3977,1050,1720,935,3.358,364500,'<1H OCEAN'
-118.05,34.1,36,1606,318,889,294,4.7931,272600,INLAND
-117.28,33.85,16,3498,702,2372,672,2.3229,118000,INLAND
-121.82,37.32,10,2506,623,2634,622,3.135,231400,'<1H OCEAN'
-117.32,34.1,27,2053,461,1737,463,3.1213,78800,INLAND
-118.21,33.98,39,1315,306,1257,298,3.2788,169000,'<1H OCEAN'
-121.91,37.43,33,2791,496,1714,485,4.8304,224900,'<1H OCEAN'
-117.25,32.79,37,1467,442,651,354,2.375,340400,'NEAR OCEAN'
-118.35,34.08,52,2877,721,1186,704,3.2645,175000,'<1H OCEAN'
-117.93,33.88,32,2458,359,967,409,7.2893,293500,'<1H OCEAN'
-119.58,36.11,21,2004,385,1397,398,2.2169,61600,INLAND
-118.46,34,52,888,206,376,194,3.875,372000,'<1H OCEAN'
-117.81,33.64,4,1741,225,811,233,12.3411,500001,'<1H OCEAN'
-117.67,33.61,24,3859,661,1972,624,5.7871,227400,'<1H OCEAN'
-117.14,32.72,43,1073,344,660,279,2.0529,168800,'NEAR OCEAN'
-118.28,34.1,44,2728,585,1227,567,4.0602,324000,'<1H OCEAN'
-119.85,36.82,9,3995,778,1691,712,3.3239,91300,INLAND
-117.98,33.71,24,3430,548,1601,512,5.6825,264600,'<1H OCEAN'
-122.16,37.77,47,1256,?,570,218,4.375,161900,'NEAR BAY'
-121.34,38.61,20,5801,1148,2586,1063,3.9063,162100,INLAND
-121.84,39.73,52,677,152,379,154,1.6797,94800,INLAND
-122.35,37.96,36,2191,531,1563,524,2.5164,114200,'NEAR BAY'
-118.2,33.94,44,1413,298,1200,307,3.5125,169300,'<1H OCEAN'
-121.58,39.12,26,2796,629,2017,632,1.8355,61200,INLAND
-122.55,38.81,7,3639,637,1027,421,3.8831,132100,INLAND
-123.18,40.58,18,1451,278,695,254,1.7262,73700,INLAND
-117.93,33.87,52,950,229,429,185,2.315,182100,'<1H OCEAN'
-124.17,41.76,20,2673,538,1282,514,2.4605,105900,'NEAR OCEAN'
-118.21,34.05,47,722,235,930,226,2.5455,114300,'<1H OCEAN'
-118.16,34.07,42,3836,777,2118,754,3.6364,254600,'<1H OCEAN'
-118.17,33.87,48,2258,509,1395,492,3.765,164800,'<1H OCEAN'
-117.68,34.1,11,7392,1796,3841,1621,2.8326,163000,INLAND
-121.87,37.57,13,5519,833,2444,825,7.0691,393200,'<1H OCEAN'
-118.34,34,44,3183,513,1183,473,5.0407,314900,'<1H OCEAN'
-117.05,32.8,16,1561,378,574,350,3.0035,94600,'<1H OCEAN'
-115.56,32.79,20,2372,835,2283,767,1.1707,62500,INLAND
-118.06,34.09,40,1975,389,1116,378,4.2898,251600,'<1H OCEAN'
-122.03,38.26,25,4617,1046,2685,1011,2.9576,108500,INLAND
-117.78,33.88,16,1800,238,871,234,6.6678,301900,'<1H OCEAN'
-117.27,34.14,35,1517,257,658,245,4.4435,97600,INLAND
-118.4,34.06,52,2501,362,748,349,6.6343,500001,'<1H OCEAN'
-120.71,37.38,14,1979,432,1756,382,2.6923,71400,INLAND
-117.63,34.02,13,4864,729,2780,723,5.6168,175400,INLAND
-122.13,37.41,36,4787,900,2039,890,5.4063,440900,'NEAR BAY'
-121.83,39.76,12,9831,1921,4644,1775,3.1142,112600,INLAND
-121.29,37.93,37,2488,578,1854,514,2.551,59100,INLAND
-116.54,33.79,18,9374,1780,1678,919,3.9737,235600,INLAND
-118.08,33.81,21,1189,281,577,264,3.3155,237500,'<1H OCEAN'
-118.36,34.19,11,2921,685,1512,664,4.1445,176400,'<1H OCEAN'
-118.37,34.04,43,888,170,514,161,3.1827,202800,'<1H OCEAN'
-122.12,37.39,34,3561,497,1336,501,8.9172,500001,'NEAR BAY'
-117.95,34.14,13,3859,710,2283,759,4.5594,184500,INLAND
-118.44,34,44,1462,338,821,341,2.599,362200,'<1H OCEAN'
-118.06,33.8,22,1892,442,1015,404,4.1379,212500,'<1H OCEAN'
-117.29,34.49,3,7689,1545,3804,1399,3.3871,111800,INLAND
-118.19,33.77,35,1574,603,820,514,1.2321,137500,'NEAR OCEAN'
-119.29,34.37,41,1408,311,793,264,2.5441,161200,'NEAR OCEAN'
-118.12,33.99,26,2296,534,1777,507,2.5395,191000,'<1H OCEAN'
-122.87,39.13,15,1927,427,810,321,1.6369,86500,INLAND
-122.73,41.76,19,2200,414,950,367,2.5357,94200,INLAND
-122.08,37.69,36,2350,499,1105,467,3.3021,195700,'NEAR BAY'
-116.56,33.05,15,1985,361,536,209,4.125,148200,INLAND
-122.07,37.37,22,3770,727,1657,762,4.8021,457500,'NEAR BAY'
-118.15,34.69,32,1300,234,712,249,3.25,107500,INLAND
-118.37,34.22,17,1787,463,1671,448,3.5521,151500,'<1H OCEAN'
-121.61,36.69,19,9899,2617,11272,2528,2.0244,118500,'<1H OCEAN'
-118.11,34.06,32,1273,344,1148,368,2.1061,214700,'<1H OCEAN'
-121.22,37.72,34,2123,387,1310,368,2.6368,165600,INLAND
-120.44,34.93,15,868,244,1133,253,2.0995,87500,'<1H OCEAN'
-117,32.76,31,1989,280,805,301,6.5645,189100,'<1H OCEAN'
-118.22,33.97,43,381,67,259,60,3.0313,166100,'<1H OCEAN'
-117.32,34.11,41,1229,302,994,270,1.4891,67300,INLAND
-118.74,34.28,21,4056,637,1974,634,5.9024,221000,'<1H OCEAN'
-117.93,33.74,30,1654,434,1843,467,3.1403,153000,'<1H OCEAN'
-118.32,33.9,35,3189,680,1882,651,3.6625,188000,'<1H OCEAN'
-122.87,38.68,32,4073,718,2053,629,3.7352,228000,'<1H OCEAN'
-122.07,37.7,39,1420,272,645,277,4.125,232500,'NEAR BAY'
-118.25,33.78,32,296,139,511,133,1.4444,182100,'NEAR OCEAN'
-116.57,33.84,18,7962,1652,2009,921,3.3897,230200,INLAND
-118.19,33.77,35,1574,603,820,514,1.2321,137500,'NEAR OCEAN'
-121.72,38.54,16,2790,624,1386,636,3.1908,194300,INLAND
-118.34,34.13,45,2375,417,751,410,6.6739,500001,'<1H OCEAN'
-118.25,34.01,36,879,262,1034,236,1.2857,99300,'<1H OCEAN'
-121.99,37.97,22,2823,509,1271,474,5.1333,207200,INLAND
-122.33,37.96,46,1222,236,819,251,3.9118,129400,'NEAR BAY'
-121.79,37.67,26,2163,339,947,346,6.0797,211000,INLAND
-118.26,33.94,41,1510,410,1408,389,1.65,94200,'<1H OCEAN'
-118.01,33.92,35,1606,289,829,273,5.273,187600,'<1H OCEAN'
-117.29,34.16,38,2458,488,1135,453,2.875,99100,INLAND
-118.22,33.94,40,930,258,1203,244,2.5938,115400,'<1H OCEAN'
-117.95,33.7,17,5781,924,2585,915,5.343,231900,'<1H OCEAN'
-122.44,37.7,6,3523,664,1705,608,4.9318,258100,'NEAR OCEAN'
-121.85,36.6,41,3138,717,1890,642,2.4864,140400,'<1H OCEAN'
-118.36,34.02,43,1356,333,796,329,1.7159,189700,'<1H OCEAN'
-118.1,33.89,36,769,142,498,137,4.7159,182100,'<1H OCEAN'
-120.64,37.38,19,2256,449,1469,435,2.5129,84600,INLAND
-117.91,34.12,33,1391,309,1038,298,4.1944,149500,'<1H OCEAN'
-117.32,33.01,29,3584,712,1619,667,4.125,394400,'NEAR OCEAN'
-118.21,33.97,35,1863,537,2274,510,2.1005,171300,'<1H OCEAN'
-117.26,33.18,9,4540,793,2235,746,4.5781,225600,'NEAR OCEAN'
-117.31,34.09,34,1336,345,1009,311,1.608,73700,INLAND
-118.25,34.08,44,1425,438,1121,374,2.1108,200000,'<1H OCEAN'
-117.64,33.48,12,2007,397,1033,373,5.6754,275900,'<1H OCEAN'
-121.88,37.35,49,1728,350,1146,391,3.5781,193000,'<1H OCEAN'
-118.41,34.05,16,9728,2211,3026,1899,5.8758,500001,'<1H OCEAN'
-121.77,37.33,8,3088,474,1799,456,7.2707,355300,'<1H OCEAN'
-117.78,33.76,25,2260,261,719,254,11.4537,500001,'<1H OCEAN'
-118.02,34.08,31,2402,632,2830,603,2.3333,164200,INLAND
-122.51,37.58,20,64,21,59,21,2.2375,450000,'NEAR OCEAN'
-118.15,33.94,36,1948,341,992,363,4.2594,242400,'<1H OCEAN'
-118.92,35.13,29,1297,262,909,253,1.9236,106300,INLAND
-121.45,38.54,38,1865,384,1052,354,1.7891,60500,INLAND
-118.04,33.78,25,3715,575,1640,572,5.7705,247100,'<1H OCEAN'
-122.09,37.4,26,3218,1021,2087,964,3.2875,182700,'NEAR BAY'
-121.66,36.7,33,3252,630,2010,641,3.4222,158100,'<1H OCEAN'
-117.4,33.94,30,1198,251,1019,214,3.0509,82700,INLAND
-118.22,34.03,45,554,214,888,218,1.8125,139600,'<1H OCEAN'
-117.67,34.07,29,1840,388,1278,368,3.5036,123400,INLAND
-118.18,33.97,30,2887,866,2806,830,2.2122,169400,'<1H OCEAN'
-118.29,33.95,39,1701,428,1468,411,1.9702,93200,'<1H OCEAN'
-122.02,36.99,30,2156,487,1023,458,2.7875,245000,'NEAR OCEAN'
-116.87,33.76,5,4116,761,1714,717,2.5612,130800,INLAND
-117.11,33.75,17,4174,851,1845,780,2.2618,96100,INLAND
-118.3,34.09,25,2345,852,2860,862,1.4497,205600,'<1H OCEAN'
-118.17,33.74,36,2006,453,807,426,3.7838,500001,'NEAR OCEAN'
-118.18,33.91,36,1138,238,878,224,2.0625,134400,'<1H OCEAN'
-121.81,37.37,26,2987,539,1931,518,5.1099,213100,'<1H OCEAN'
-118.27,34.17,48,1560,280,825,269,5.5118,354700,'<1H OCEAN'
-117.93,34.06,35,1022,183,628,187,3.9375,187500,'<1H OCEAN'
-118.32,33.98,47,949,210,574,217,2.175,114700,'<1H OCEAN'
-117.2,33.16,13,4503,1137,3094,1091,2.3159,91600,'<1H OCEAN'
-118.21,34.03,52,497,132,547,121,2.2083,146300,'<1H OCEAN'
-118.33,33.99,44,1918,387,1041,364,2.8542,126500,'<1H OCEAN'
-122.9,38.28,52,1275,218,627,185,2.3482,163500,'NEAR OCEAN'
-118,33.81,17,2142,436,946,412,3.7059,146300,'<1H OCEAN'
-118.32,34.09,30,1871,766,2595,819,2.0044,212500,'<1H OCEAN'
-118.31,33.76,26,4486,709,1873,719,6.5704,414700,'<1H OCEAN'
-122.21,37.44,35,1140,193,486,199,4.6908,500001,'NEAR OCEAN'
-117.65,33.65,15,3485,519,1740,485,6.7543,251900,'<1H OCEAN'
-118.14,34.04,43,1949,464,1216,457,3.3214,209300,'<1H OCEAN'
-122.46,37.78,52,3429,773,1584,696,3.7887,500001,'NEAR BAY'
-118.59,34.47,5,538,98,8733,105,4.2391,154600,INLAND
-117.55,33.93,25,5187,934,2725,860,4.1865,154300,INLAND
-121.29,37.92,12,1096,240,1175,278,3.1053,73100,INLAND
-117.69,33.55,9,3856,571,1646,576,6.8007,318300,'<1H OCEAN'
-118.01,33.8,16,4021,701,1488,650,5.32,219500,'<1H OCEAN'
-119.29,36.3,20,1157,179,572,191,5.3495,177300,INLAND
-116.21,33.66,19,1596,295,1201,282,3.8846,100900,INLAND
-116.73,34.52,16,1247,315,433,159,1.0568,75000,INLAND
-117.07,32.69,28,1485,275,820,283,4.069,153300,'NEAR OCEAN'
-118.28,34.04,24,1283,545,1932,516,1.2969,160200,'<1H OCEAN'
-118.19,33.78,29,1013,392,1083,316,1.8438,162500,'NEAR OCEAN'
-117.28,33.28,13,6131,1040,4049,940,3.8156,150700,'<1H OCEAN'
-118.26,33.85,25,2324,326,1087,328,5.293,207000,'<1H OCEAN'
-118.25,33.92,46,723,154,411,165,2.0893,96500,'<1H OCEAN'
-118.06,34.11,39,2603,547,1196,487,3.0854,248700,INLAND
-118.09,33.84,27,1594,295,1061,320,4.7917,217700,'<1H OCEAN'
-122.46,37.78,52,2051,552,1400,510,3.2396,375000,'NEAR BAY'
-118.98,35.35,21,496,131,511,124,1.7614,33200,INLAND
